"SSBS","LandUse"
"SS1_2011__Mulder 3 B672 369","Timber"
"SS1_2011__Mulder 3 B673 370","Timber"
"SS1_2011__Mulder 3 B674 371","Timber"
"SS1_2011__Mulder 3 B676 373","Timber"
"SS1_2011__Mulder 3 B677 374","Timber"
"SS1_2011__Mulder 4 B264 70","Timber"
"SS1_2011__Mulder 4 B265 71","Timber"
"SS1_2011__Mulder 4 B266 72","Timber"
"SS1_2011__Mulder 4 B270 76","Timber"
"SS1_2011__Mulder 4 B271 77","Timber"
"SS1_2011__Mulder 4 B272 78","Timber"
"SS1_2011__Mulder 4 B273 79","Timber"
"SS1_2011__Mulder 4 B275 80","Timber"
"SS1_2011__Mulder 4 B278 83","Timber"
"SS1_2011__Mulder 4 B280 85","Timber"
"SS1_2011__Mulder 4 B281 86","Timber"
"SS1_2011__Mulder 4 B282 87","Timber"
"SS1_2011__Mulder 4 B283 88","Timber"
"SS1_2011__Mulder 4 B668 365","Timber"
"SS1_2011__Mulder 4 B670 367","Timber"
"SS1_2011__Mulder 4 B671 368","Timber"
"SS1_2011__Mulder 4 B672 369","Timber"
"SS1_2011__Mulder 4 B673 370","Timber"
"SS1_2011__Mulder 4 B674 371","Timber"
"SS1_2011__Mulder 4 B676 373","Timber"
"SS1_2011__Mulder 4 B677 374","Timber"
"SS1_2013__Blasi 1 TOL 4","Timber"
"SS1_2013__Blasi 1 TOL 7","Timber"
"SS1_2013__Blasi 1 TOL 8","Timber"
"SS1_2013__Blasi 1 TOL 9","Timber"
"SS1_2013__Blasi 1 TOL 11","Timber"
"SS1_2013__Blasi 1 VET 14","Timber"
"SS1_2013__Blasi 1 CIM 16","Timber"
"SS1_2013__Blasi 1 TOL 17","Timber"
"SS1_2013__Blasi 1 TOL 18","Timber"
"SS1_2013__Blasi 1 TOL 24","Timber"
"SS1_2013__Blasi 1 TOL 27","Timber"
"SS1_2013__Blasi 1 CIM 31","Timber"
"SS1_2013__Blasi 1 CIM 33","Timber"
"SS1_2013__Blasi 1 TOL 34","Timber"
"SS1_2013__Blasi 1 VET 40","Timber"
"SS1_2013__Blasi 1 CIM 44","Timber"
"SS1_2013__Blasi 1 TOL 46","Timber"
"SS1_2013__Blasi 1 ORB 47","Timber"
"SS1_2013__Blasi 1 CIM 49","Timber"
"SS1_2013__Blasi 1 TOL 51","Timber"
"SS1_2013__Blasi 1 TOL 52","Timber"
"SS1_2013__Blasi 1 CIM 53","Timber"
"SS1_2013__Shahabuddin 1  3","Perennial"
"SS1_2013__Shahabuddin 2  3","Perennial"
"SS1_2015__Ponge 1 Pine 6","Timber"
"SS1_2015__Ponge 1 Pine 7","Timber"
"SS1_2015__Ponge 1 Pine 8","Timber"
"SS1_2015__Ponge 1 Pine 9","Timber"
"SS1_2015__Ponge 1 Pine 10","Timber"
"VB1_2013a_Jones 1  3","Timber"
"VB1_2013a_Jones 1  74","Timber"
"VB1_2013__Burton 1  1","Timber"
"VB1_2013__Burton 1  2","Timber"
"VB1_2013__Burton 1  3","Timber"
"VB1_2013__Burton 1  4","Timber"
"VB1_2013__Burton 1  5","Timber"
"VB1_2013__Burton 1  6","Timber"
"VB1_2013__Burton 1  7","Timber"
"VB1_2013__Burton 1  8","Timber"
"VB1_2013__Burton 1  9","Timber"
"VB1_2013__Burton 1  10","Timber"
"VB1_2013__Burton 1  11","Timber"
"VB1_2013__Burton 1  12","Timber"
"VB1_2013__Burton 1  13","Timber"
"VB1_2013__Burton 1  14","Timber"
"VB1_2013__Burton 1  15","Timber"
"VB1_2013__Burton 1  16","Timber"
"VB1_2013__Burton 1  17","Timber"
"VB1_2013__Burton 1  18","Timber"
"VB1_2013__Burton 1  19","Timber"
"VB1_2013__Burton 1  26","Timber"
"VB1_2013__Burton 1  27","Timber"
"VB1_2013__Burton 1  28","Timber"
"VB1_2013__Burton 1  29","Timber"
"VB1_2013__Burton 1  30","Timber"
"VB1_2013__Burton 1  31","Timber"
"VB1_2013__Burton 1  32","Timber"
"VB1_2013__Burton 1  33","Timber"
"VB1_2013__Burton 1  34","Timber"
"VB1_2013__Burton 1  35","Timber"
"VB1_2013__Burton 1  36","Timber"
"VB1_2013__Burton 1  37","Timber"
"VB1_2013__Burton 2  1","Timber"
"VB1_2013__Burton 2  2","Timber"
"VB1_2013__Burton 2  3","Timber"
"VB1_2013__Burton 2  4","Timber"
"VB1_2013__Burton 2  5","Timber"
"VB1_2013__Burton 2  6","Timber"
"VB1_2013__Burton 2  7","Timber"
"VB1_2013__Burton 2  8","Timber"
"VB1_2013__Burton 2  9","Timber"
"VB1_2013__Burton 2  10","Timber"
"VB1_2013__Burton 2  11","Timber"
"VB1_2013__Burton 2  12","Timber"
"VB1_2013__Burton 2  13","Timber"
"VB1_2013__Burton 2  14","Timber"
"VB1_2013__Burton 2  15","Timber"
"VB1_2013__Burton 2  16","Timber"
"VB1_2013__Burton 2  17","Timber"
"VB1_2013__Burton 2  18","Timber"
"VB1_2013__Burton 2  19","Timber"
"VB1_2013__Burton 2  26","Timber"
"VB1_2013__Burton 2  27","Timber"
"VB1_2013__Burton 2  28","Timber"
"VB1_2013__Burton 2  29","Timber"
"VB1_2013__Burton 2  30","Timber"
"VB1_2013__Burton 2  31","Timber"
"VB1_2013__Burton 3  1","Timber"
"VB1_2013__Burton 3  2","Timber"
"VB1_2013__Burton 3  3","Timber"
"VB1_2013__Burton 3  4","Timber"
"VB1_2013__Burton 3  5","Timber"
"VB1_2013__Burton 3  6","Timber"
"VB1_2013__Burton 3  7","Timber"
"VB1_2013__Burton 3  8","Timber"
"VB1_2013__Burton 3  9","Timber"
"VB1_2013__Burton 3  10","Timber"
"VB1_2013__Burton 3  11","Timber"
"VB1_2013__Burton 3  12","Timber"
"VB1_2013__Burton 3  13","Timber"
"VB1_2013__Burton 3  14","Timber"
"VB1_2013__Burton 3  15","Timber"
"VB1_2013__Burton 3  16","Timber"
"VB1_2013__Burton 3  17","Timber"
"VB1_2013__Burton 3  18","Timber"
"VB1_2013__Burton 3  19","Timber"
"VB1_2013__Burton 3  26","Timber"
"VB1_2013__Burton 3  27","Timber"
"VB1_2013__Burton 3  28","Timber"
"VB1_2013__Burton 3  29","Timber"
"VB1_2013__Burton 3  30","Timber"
"VB1_2013__Burton 3  31","Timber"
"CM2_2009__HaroCarrion 1  7","Perennial"
"CM2_2009__HaroCarrion 1  8","Perennial"
"CM2_2009__HaroCarrion 1  9","Perennial"
"CM2_2009__HaroCarrion 1  10","Perennial"
"CM2_2009__HaroCarrion 1  11","Perennial"
"CM2_2009__HaroCarrion 1  12","Perennial"
