Model;Scenario;Region;Variable;Unit;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Emissions|N2O|Land Use|Savannah Burning;kt N2O/yr;5.7353;6.9741;5.5201;3.8996;3.5413;3.0346;2.5264;2.1666;1.8963;1.779;1.6897;1.6043;1.5244;1.4483;1.3649;1.2468;1.0481;1.0481;0.4786;0.4104;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Fertilizer Use|Nitrogen;Tg N/yr;13.9037;10.3105;12.7593;9.4185;6.4666;6.3691;4.9384;4.5973;4.1173;2.8269;2.3889;2.0612;1.8985;1.9262;2.0206;2.0784;2.3024;2.6963;3.1401;3.5346;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Food Energy Supply;EJ/yr;5.3304;5.938;6.5238;7.1597;7.7825;8.3726;8.9265;9.4339;9.779;10.0359;10.2392;10.3697;10.4406;10.4618;10.4367;10.3661;10.2546;10.1103;9.9382;9.7497;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Food Energy Supply|Crops;EJ/yr;4.8424;5.3221;5.7942;6.2668;6.7042;7.1324;7.5713;7.9988;8.3005;8.5306;8.7033;8.8142;8.8745;8.8925;8.8712;8.8112;8.7164;8.5937;8.4474;8.2872;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Food Energy Supply|Crops|Per Capita;kcal/cap/day;2076.1933;2123.4711;2157.7797;2189.6467;2214.542;2243.7832;2281.3736;2321.4286;2332.8376;2336.1852;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Food Energy Supply|Livestock;EJ/yr;0.488;0.6159;0.7296;0.8929;1.0783;1.2402;1.3552;1.4352;1.4785;1.5054;1.5359;1.5554;1.5661;1.5693;1.5655;1.5549;1.5382;1.5165;1.4907;1.4625;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Food Energy Supply|Livestock|Per Capita;kcal/cap/day;209.2491;245.7264;271.7124;311.981;356.1703;390.1545;408.3515;416.5227;415.5332;412.268;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Food Energy Supply|Per Capita;kcal/cap/day;2285.4425;2369.1976;2429.4921;2501.6277;2570.7123;2633.9377;2689.7251;2737.9512;2748.3708;2748.4532;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;GDP per capita|MER;US$2005/cap/yr;714.8819;973.7939;1189.5535;1525.6363;1922.381;2357.5032;2831.2943;3362.8912;3947.3253;4588.2079;5298.2299;6091.0642;6967.911;7922.9297;8953.9311;10063.2295;11253.4424;12529.5426;13896.19;15333.1481;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;GDP|MER;billion US$2005/yr;1.0918;1.5982;2.0916;2.8592;3.8108;4.9071;6.1528;7.5875;9.1968;10.9706;12.9175;15.0398;17.3224;19.7367;22.2515;24.8392;27.478;30.1634;32.884;35.5962;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover;million ha;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;564.4926;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Built-up Area;million ha;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;10.3316;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Cropland;million ha;231.6634;232.6587;245.6248;260.0451;263.2432;267.8228;272.3876;275.5919;277.9991;279.0444;279.7631;280.559;281.2724;281.9507;282.6946;282.5696;282.8714;282.4511;281.9994;281.3975;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Cropland|Cereals;million ha;129.3335;123.4001;128.7142;129.2494;122.6814;119.2877;115.2744;112.646;108.8972;107.2812;106.2777;104.8723;103.7865;100.2432;99.4307;95.6081;98.5552;99.9232;98.1455;99.3222;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Cropland|Energy Crops;million ha;1e-04;0.3322;0;0.3862;0.6769;0.9014;7.1985;16.3403;23.6419;24.9452;23.0899;23.2104;25.8254;29.5079;34.4633;39.2912;40.1194;41.3721;47.9476;53.8688;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Cropland|Energy Crops|Irrigated;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Cropland|Irrigated;million ha;82.2266;83.7723;93.7411;100.6314;101.7978;103.7176;99.3916;96.2531;87.6968;87.0423;88.7054;89.1922;87.337;86.9151;87.0015;86.89;86.4013;85.5087;85.9526;84.0564;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Forest;million ha;102.3673;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;93.8585;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Forest|Afforestation and Reforestation;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Forest|Forestry;million ha;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;37.55;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Forest|Natural Forest;million ha;64.8173;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;56.3085;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Other Natural Land;million ha;168.9828;165.449;165.449;165.4805;165.4779;165.4167;165.3843;165.3886;165.3919;165.3927;165.4702;165.4358;165.4358;165.4358;165.4358;166.6137;168.0839;168.5042;168.9828;168.9828;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Pasture;million ha;51.1475;62.1948;49.2287;34.7769;31.5814;27.063;22.5305;19.322;16.9115;15.8654;15.0691;14.3076;13.5943;12.9159;12.172;11.1192;9.3472;9.3472;4.2686;3.6603;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Land Cover|Restoration land;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0517;6.2619;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Population;million;1527.2398;1641.1745;1758.3395;1874.0804;1982.345;2081.4733;2173.1548;2256.2294;2329.8759;2391.0325;2438.0768;2469.1504;2486.0319;2491.0917;2485.1098;2468.308;2441.7419;2407.383;2366.4023;2321.522;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Agriculture|Cereals|Index;2005=1;1;1.03;1.13;1.24;1.25;1.32;1.46;1.47;1.58;1.53;1.4;1.64;1.63;1.72;1.88;2;2.18;2.42;2.72;3.13;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Agriculture|Corn|Index;2005=1;1;1.1;1.16;1.26;1.27;1.34;1.53;1.41;1.58;1.46;1.28;1.51;1.45;1.5;1.64;1.69;1.9;2.12;2.47;2.85;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Agriculture|Livestock|Index;Index (2005 = 1);1;1.31;1.65;1.97;2.16;2.43;2.82;3.36;3.43;3.65;3.84;4.62;4.91;5.29;6.04;6.76;7.7;8.7;10.04;11.62;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Agriculture|Non-Energy Crops and Livestock|Index;Index (2005 = 1);1;1.09;1.21;1.34;1.39;1.48;1.62;1.75;1.81;1.83;1.81;2.12;2.18;2.3;2.56;2.78;3.09;3.43;3.9;4.47;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Agriculture|Non-Energy Crops|Index;Index (2005 = 1);1;1.01;1.05;1.11;1.11;1.15;1.2;1.19;1.25;1.19;1.1;1.24;1.22;1.25;1.33;1.38;1.47;1.58;1.74;1.95;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Agriculture|Oilcrops|Index;2005=1;1;1.01;1.02;1.09;1.08;1.13;1.26;1.37;1.31;1.22;1.13;1.27;1.25;1.27;1.32;1.35;1.41;1.47;1.59;1.74;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Agriculture|Soybean|Index;2005=1;1;1.04;1.04;1.09;1.06;1.11;1.25;1.48;1.36;1.31;1.28;1.4;1.42;1.46;1.46;1.43;1.42;1.39;1.42;1.54;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Agriculture|Sugarcrops|Index;2005=1;1;1.01;1.03;1.07;1.08;1.11;1.16;1.15;1.23;1.21;1.18;1.29;1.32;1.4;1.52;1.62;1.77;1.92;2.14;2.4;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Agriculture|Wheat|Index;2005=1;1;1.01;1.04;1.14;1.13;1.17;1.3;1.23;1.32;1.24;1.12;1.32;1.31;1.37;1.5;1.58;1.76;1.92;2.23;2.57;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Carbon;US$2005/t CO2;0;0;79.32;104;135.9;176.6;227.2;294.5;377.7;480.6;613.8;853.8;1017.9;1182;1554.5;1927;2486.4999;3046;3899.9999;4754.0001;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Price|Primary Energy|Biomass;US$2005/GJ;5.0113;5.275;5.4597;5.7968;5.9783;6.2167;8.3848;9.9028;10.1973;10.0692;9.1141;10.37;10.4101;12.1635;12.5262;12.5793;12.7934;12.9948;14.2131;15.5433;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Water|Withdrawal|Irrigation;million m3/yr;803869;805754;872334;929751;927831;943248;918536;919589;862016;857319;871232;869955;859863;858317;858112;857885;857610;857386;855636;836725;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Yield|Cereal;t DM/ha/yr;2.2809;2.5849;2.78;3.0385;3.1367;3.3737;3.6263;3.814;3.9832;4.0488;4.0583;4.0514;4.0095;4.0476;3.9608;3.9805;3.8655;3.8463;3.8512;3.7868;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Yield|Oilcrops;t DM/ha/yr;1.74;2.2715;2.5814;3.1356;3.5972;3.9513;4.3291;4.6503;4.6411;4.69;4.6362;4.6975;4.6482;4.469;4.6126;4.4523;4.4031;4.2401;4.0091;4.0578;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;IND;Yield|Sugarcrops;t DM/ha/yr;24.8658;27.8182;29.2413;31.2372;32.889;34.8914;38.1402;41.1691;43.2628;43.771;43.6855;43.6206;43.3997;43.1279;43.0845;42.8297;42.5604;42.2184;41.8531;41.5431;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand;million t DM/yr;195.6134;220.5906;243.042;267.3911;298.9543;362.2347;471.8766;613.4892;743.4945;771.896;748.7769;777.361;746.4858;706.5169;716.6548;727.4306;749.7751;774.7471;782.4134;789.4885;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Bioenergy;million t DM/yr;6e-04;6e-04;6e-04;1.2256;18.8558;77.6661;182.0993;316.2183;435.1857;455.6684;423.9624;445.6796;407.5483;369.4169;384.4562;399.4955;428.4237;457.3519;468.4068;479.4618;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Bioenergy|1st generation;million t DM/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Bioenergy|2nd generation;million t DM/yr;6e-04;6e-04;6e-04;1.2256;18.8558;77.6661;182.0993;316.2183;435.1857;455.6684;423.9624;445.6796;407.5483;369.4169;384.4562;399.4955;428.4237;457.3519;468.4068;479.4618;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Crops|Feed;million t DM/yr;34.3237;41.2991;46.586;53.8896;57.9494;59.0985;58.4433;57.4529;60.4557;61.0727;61.1332;61.3377;60.4309;56.6501;52.5153;50.0746;48.0324;45.9671;43.9049;41.8546;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Crops|Food;million t DM/yr;130.3674;143.978;157.0497;168.6821;175.6638;178.0808;179.8417;183.3694;188.2046;193.3056;198.9433;203.5463;207.3251;209.7666;211.0985;211.6555;211.5727;210.9512;209.8758;208.3633;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Crops|Other;million t DM/yr;23.1751;25.9248;28.4957;30.7309;32.1624;32.1985;35.7096;40.1729;42.7924;44.5545;46.8483;48.4042;52.4955;51.9535;49.9297;47.6363;43.3239;42.2462;42.2241;42.071;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Feed;million t DM/yr;34.7422;41.8207;47.189;54.5946;58.7257;59.9108;59.2711;58.2899;61.4444;62.112;62.1912;62.4323;61.5279;57.6289;53.3659;50.8789;48.8123;46.7213;44.6324;42.5547;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Food;million t DM/yr;137.3359;152.4393;166.9091;180.3481;188.6902;191.9271;194.2571;198.2591;203.5116;208.9896;215.1889;220.2479;224.3096;226.9098;228.2952;228.8144;228.6143;227.8326;226.5618;224.8207;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Livestock|Feed;million t DM/yr;0.4185;0.5217;0.603;0.7049;0.7763;0.8123;0.8278;0.837;0.9887;1.0393;1.0581;1.0946;1.097;0.9787;0.8506;0.8043;0.7799;0.7541;0.7275;0.7001;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Livestock|Food;million t DM/yr;6.9686;8.4614;9.8594;11.6659;13.0265;13.8463;14.4153;14.8898;15.307;15.684;16.2456;16.7016;16.9845;17.1432;17.1967;17.1589;17.0416;16.8814;16.686;16.4574;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Livestock|Other;million t DM/yr;0.3596;0.4051;0.4476;0.4919;0.5203;0.5322;0.5395;0.549;0.5603;0.5716;0.586;0.5971;0.6044;0.6078;0.6078;0.6054;0.601;0.5952;0.5883;0.5803;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Demand|Other;million t DM/yr;23.5347;26.33;28.9433;31.2228;32.6827;32.7307;36.2491;40.7219;43.3527;45.1261;47.4343;49.0012;53.1;52.5612;50.5375;48.2417;43.9249;42.8414;42.8124;42.6513;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Production;million t DM/yr;98.4252;110.2957;121.2697;130.5409;153.8202;208.7401;363.2633;592.3186;765.971;806.8576;799.6297;828.0013;841.3221;787.9809;780.6443;759.1137;743.2257;761.6814;781.9525;799.7173;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Production|Crops|Energy;million t DM/yr;6e-04;6e-04;6e-04;1.2256;18.8558;77.6661;182.0993;316.2183;435.1857;455.6684;423.9624;445.6796;407.5483;369.4169;384.4562;399.4955;428.4237;457.3519;468.4068;479.4618;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Production|Crops|Non-Energy;million t DM/yr;92.2591;103.0096;113.0121;119.8213;124.6541;120.4094;170.3575;265.2315;319.383;339.6405;363.9998;370.5323;422.0654;407.4085;385.6587;349.4665;304.9789;294.8488;304.4151;311.481;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Production|Crops|Non-Energy|Cereals;million t DM/yr;60.2277;66.1294;71.0004;75.7471;77.7808;77.2394;102.2134;168.5413;206.0624;210.7474;217.957;230.4174;268.9193;254.5598;234.4519;211.0829;169.3809;158.4199;164.3691;172.5368;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Agricultural Production|Livestock;million t DM/yr;6.1655;7.2856;8.257;9.4939;10.3103;10.6646;10.8064;10.8688;11.4023;11.5487;11.6675;11.7894;11.7084;11.1555;10.5294;10.1517;9.8231;9.4808;9.1305;8.7744;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Biodiversity|BII;unitless;0.1563;0.1564;0.1564;0.2012;0.2017;0.2009;0.2018;0.2013;0.2016;0.2022;0.2043;0.2037;0.206;0.2082;0.2079;0.2073;0.2069;0.2068;0.2069;0.2069;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Biodiversity|ESHI;unitless;1;1.1874;1.192;1.8037;1.8143;1.8306;1.8015;1.7617;1.6923;1.6966;1.7331;1.7331;1.7516;1.8218;1.8336;1.8348;1.8354;1.836;1.8364;1.8368;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Biodiversity|NPotSpeciesInRegion;number of species;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Biodiversity|NSpeciesExtinctAtFirstYear;number of species;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Biodiversity|RLI;unitless;0.9871;0.988;0.9888;0.9948;0.9948;0.9948;0.9948;0.9931;0.9854;0.9854;0.988;0.988;0.9888;0.9923;0.9923;0.9923;0.9914;0.9914;0.9914;0.9914;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|CH4|Land Use;Mt CH4/yr;2.8301;3.244;3.3589;3.7829;3.8055;3.8733;3.7899;4.0883;4.3063;4.3747;4.2163;4.3072;4.3125;3.9879;3.5566;3.3233;3.064;2.9402;2.7749;2.6981;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|CH4|Land Use|Agricultural Waste Burning;Mt CH4/yr;0.2717;0.2911;0.3094;0.32;0.3242;0.3001;0.4081;0.6059;0.7049;0.7297;0.7824;0.7737;0.8881;0.8255;0.7422;0.6306;0.5069;0.4708;0.4733;0.4738;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|CH4|Land Use|Agriculture;Mt CH4/yr;2.5538;2.9446;3.045;3.4616;3.4801;3.5721;3.3174;3.4211;3.5513;3.6443;3.4334;3.533;3.4239;3.1619;2.8141;2.6924;2.5568;2.4692;2.3014;2.2241;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|CH4|Land Use|Agriculture|AWM;Mt CH4/yr;0.2354;0.279;0.2856;0.3298;0.3357;0.3486;0.3294;0.3327;0.3377;0.3475;0.3345;0.3426;0.3384;0.3166;0.287;0.2756;0.2637;0.2555;0.2395;0.231;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|CH4|Land Use|Agriculture|Enteric Fermentation;Mt CH4/yr;2.1039;2.4768;2.6032;2.9847;3.0237;3.1192;2.9201;2.9259;3.0466;3.1437;3.0108;3.0708;3.0043;2.7219;2.3825;2.2571;2.1455;2.0645;1.9232;1.8426;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|CH4|Land Use|Agriculture|Rice;Mt CH4/yr;0.2145;0.1889;0.1561;0.1471;0.1207;0.1042;0.0679;0.1624;0.1669;0.1531;0.0881;0.1195;0.0813;0.1234;0.1446;0.1596;0.1476;0.1492;0.1386;0.1506;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|CH4|Land Use|Forest Burning;Mt CH4/yr;0;0.0036;0;0;0;0;0.0635;0.0606;0.0495;2e-04;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|CH4|Land Use|Savannah Burning;Mt CH4/yr;0.0046;0.0046;0.0046;0.0013;0.0012;0.0011;9e-04;7e-04;6e-04;5e-04;5e-04;5e-04;5e-04;4e-04;3e-04;3e-04;3e-04;2e-04;2e-04;2e-04;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|CO2|Land Use;Mt CO2/yr;-2.9276;1.2227;-2.8735;-7.6143;1.9314;79.7355;207.7406;240.5304;148.1295;35.7497;-11.2647;-9.7391;-28.589;-45.5089;-19.6516;5.2779;7.8657;6.2531;3.9493;3.8254;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|N2O|Land Use;kt N2O/yr;194.5278;210.6797;201.3781;211.2827;205.0772;205.4516;243.4255;322.4929;358.5995;366.065;360.9006;360.0626;376.4485;346.3812;313.3391;278.4503;239.8553;228.8463;222.0617;219.7788;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|N2O|Land Use|Agricultural Waste Burning;kt N2O/yr;3.0874;3.3085;3.5156;3.6366;3.6838;3.4104;4.637;6.8855;8.0107;8.2925;8.8909;8.7924;10.0925;9.3812;8.4338;7.1662;5.7607;5.3496;5.3788;5.3842;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|N2O|Land Use|Agriculture;kt N2O/yr;190.9991;206.8223;197.4219;207.525;201.2772;201.9385;236.7732;313.7071;349.0354;357.7174;351.9614;351.2218;366.312;336.9623;304.8737;271.2559;234.0702;223.4758;216.6644;214.3783;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|N2O|Land Use|Agriculture|AWM;kt N2O/yr;41.5521;47.8517;45.0765;49.3392;47.2965;46.3816;40.4889;38.3526;37.7035;36.6846;33.0632;31.9938;29.1027;24.6957;19.7854;17.4816;15.1622;13.502;11.5169;10.0823;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|N2O|Land Use|Agriculture|Cropland Soils;kt N2O/yr;121.0521;130.7723;127.303;132.2084;130.2322;133.3286;177.1292;257.3934;293.6091;303.7458;303.4285;304.2914;323.6369;300.8611;276.0621;245.7862;211.9008;203.6283;199.6104;199.2963;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|N2O|Land Use|Agriculture|Pasture;kt N2O/yr;28.3949;28.1982;25.0424;25.9774;23.7484;22.2283;19.1551;17.9611;17.7228;17.2871;15.4697;14.9366;13.5724;11.4056;9.0262;7.9881;7.0072;6.3455;5.537;4.9997;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|N2O|Land Use|Forest Burning;kt N2O/yr;2e-04;0.1083;0;0;0;0;1.9255;1.8366;1.5001;0.0051;0;0;0;0;2e-04;0;0;0;0;0;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Emissions|N2O|Land Use|Savannah Burning;kt N2O/yr;0.4412;0.4406;0.4406;0.1211;0.1163;0.1027;0.0898;0.0638;0.0534;0.0501;0.0483;0.0483;0.044;0.0376;0.0314;0.0282;0.0243;0.0209;0.0185;0.0164;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Fertilizer Use|Nitrogen;Tg N/yr;3.2295;3.5955;3.56;3.5416;3.5366;3.486;5.3595;6.5294;8.8298;9.7994;11.7329;11.673;12.6814;11.8803;11.1543;9.7471;8.3267;7.9023;8.0365;8.0746;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Food Energy Supply;EJ/yr;1.6251;1.7606;2.002;2.1829;2.2968;2.3399;2.3661;2.4104;2.4696;2.5322;2.6087;2.6711;2.7182;2.7471;2.7632;2.7685;2.7649;2.7542;2.7377;2.7155;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Food Energy Supply|Crops;EJ/yr;1.453;1.5752;1.7547;1.8843;1.9572;1.9795;1.9999;2.041;2.0955;2.1524;2.2174;2.2705;2.3105;2.335;2.3487;2.3532;2.3501;2.3411;2.327;2.3082;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Food Energy Supply|Crops|Per Capita;kcal/cap/day;2780.2773;2728.087;2778.5261;2757.8142;2673.7932;2546.453;2438.967;2373.4868;2338.8716;2322.0183;2327.403;2333.233;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Food Energy Supply|Livestock;EJ/yr;0.172;0.1854;0.2473;0.2985;0.3396;0.3603;0.3662;0.3694;0.3741;0.3798;0.3913;0.4007;0.4077;0.4121;0.4145;0.4153;0.4147;0.4131;0.4106;0.4073;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Food Energy Supply|Livestock|Per Capita;kcal/cap/day;329.1923;321.0065;391.6374;436.9492;463.9992;463.5528;446.5742;429.5774;417.5559;409.7679;410.7182;411.747;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Food Energy Supply|Per Capita;kcal/cap/day;3109.4696;3049.0935;3170.1634;3194.7634;3137.7924;3010.0057;2885.5412;2803.0642;2756.4275;2731.7862;2738.1211;2744.9799;2750;2750;2750;2750;2750;2750;2750;2750;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;GDP per capita|MER;US$2005/cap/yr;6306.2104;4602.3024;7653.6915;8667.9203;9915.7223;11299.1062;12765.1114;14333.0876;15935.4422;17577.9963;19370.8967;21388.4181;23669.9836;26150.6895;28809.3488;31674.9409;34779.056;38162.2608;41825.3406;45740.9142;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;GDP|MER;billion US$2005/yr;2.1581;1.7401;3.165;3.8781;4.7527;5.7515;6.854;8.0706;9.3488;10.6694;12.0846;13.6287;15.3202;17.1057;18.9551;20.8807;22.8967;25.0272;27.2648;29.5757;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Land Cover;million ha;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;1060.4813;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Land Cover|Built-up Area;million ha;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;3.538;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Land Cover|Cropland;million ha;40.7245;38.1475;37.8427;36.5155;36.5264;42.2787;70.3423;107.205;131.0159;131.0411;120.5377;120.539;113.9552;93.2082;93.2286;94.6763;96.3986;97.9411;98.988;99.9324;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Land Cover|Cropland|Cereals;million ha;25.6433;23.7766;23.3228;22.3321;21.2754;19.4085;23.0967;31.819;35.2666;35.5289;38.7834;34.8214;46.0371;35.7085;30.0103;26.0725;25.1604;25.5849;25.9771;26.3704;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;MEN;Land Cover|Cropland|Energy Crops;million ha;1e-04;1e-04;1e-04;0.1619;2.4196;15.9649;37.6132;66.157;86.7406;85.3273;65.049;72.262;54.9238;43.3777;50.3502;57.4746;62.4415;63.8044;64.5772;65.6286;
